Dragonfly, 300, 600, 400, 600
Bark, false, 0, 000, 800, 300, 120
Bark, false, 0, 300, 800, 300, 120
Bark, false, 0, 600, 800, 300, 120
Bark, false, 0, 900, 800, 300, 120
Bark, false, 0, 1200, 800, 300, 120
Bark, false, 0, 1500, 800, 300, 120
Bark, false, 90, 1800, 970, 300, 120
Bark, false, 0, 1800, 660, 300, 120
Bark, false, 0, 2100, 660, 300, 120
Bark, false, 0, 2400, 660, 300, 120
Bark, false, 0, 1300, 500, 300, 120
Bark, false, 0, 1000, 500, 300, 120
Bark, false, 0, 700, 340, 300, 120
Bark, false, 0, 400, 340, 300, 120
Bark, false, 0, 000, 180, 300, 120
Bark, false, 0, 800, 20, 300, 120
Bark, false, 0, 500, 20, 300, 120
Bark, false, 0, 1400, -140, 300, 120
Bark, false, 0, 1100, -140, 300, 120
Bark, false, 0, 1700, 20, 300, 120
Bark, false, 0, 2000, 20, 300, 120
Bark, false, -45, 2500, 20, 300, 120
Bark, false, -45, 2650, 170, 300, 120
Bark, false, -45, 2800, 320, 300, 120
Bark, false, -45, 2950, 470, 300, 120
Bark, false, 0, 3200, 800, 300, 120
Bark, false, 0, 3500, 800, 300, 120
Bark, false, 0, 3900, 640, 300, 120
Bark, false, 0, 4200, 640, 300, 120
Bark, false, 0, 4600, 480, 300, 120
Bark, true, 0, 4900, 480, 300, 120
Bark, false, -45, 5400, 370, 300, 120
Bark, false, -45, 5550, 520, 300, 120
Bark, false, -45, 5700, 670, 300, 120
Bark, false, 0, 6000, 1000, 300, 120
Bark, false, 0, 6300, 840, 300, 120
Bark, false, 0, 6600, 660, 300, 120
Bark, false, 0, 6900, 520, 300, 120
Bark, false, 0, 7200, 520, 300, 120
Bark, false, 0, 7500, 520, 300, 120
Bark, false, 0, 7400, 860, 300, 120
Bark, false, 0, 7800, 860, 300, 120
Bark, false, 0, 8100, 860, 300, 120
Bark, false, 0, 7600, 660, 300, 120
Bark, false, 0, 4600, 480, 300, 120
Bark, false, 0, 4900, 480, 300, 120
Bark, false, 0, 111000, 800, 300, 120
